query,intent,processed_text
如何重置公司内部系统密码,sql,重置 公司 内部 系统 密码
如何使用公司的云盘系统,rag,使用 公司 云盘 系统
如何使用公司的打印机和复印机,rag,有没有人知道 使用 公司 打印机 复印机
如何参与公司的创新项目,sql,参与 公司 创新 项目
公司的差旅报销流程是什么,rag,公司 差旅 报销 流程
如何使用公司的健身房设施,rag,使用 公司 健身房 设施
如何获取公司的品牌标识使用指南,rag,获取 公司 品牌 标识 使用指南
公司的打卡时间是几点到几点,rag,公司 打卡 时间 几点 几点
如何使用公司的打印机扫描功能,rag,使用 公司 打印机 扫描 功能
公司的停车场在哪里,sql,公司 停车场 哪里
公司的员工心理健康支持项目有哪些,rag,公司 员工 支持 心理健康 项目
公司的年终奖发放标准是什么,rag,公司 年终奖 发放 标准？
统计国际业务部门2021年各季度的业绩波动,sql,统计 国际 业务部门 2021 年 各 季度 业绩 波动
统计一下培训发展部门的男女比例,sql,统计 一下 培训 发展 部门 男女比例
如何使用公司的云盘系统,rag,使用 公司 云盘 系统
公司2019年的财务报表显示了什么,sql,公司 2019 年 财务报表 显示
公司的办公室布局图在哪里可以找到,rag,公司 办公室 布局 图 哪里 找到
公司的年度体检政策是什么,rag,公司 年度 体检 政策
如何使用公司的打印机和复印机,sql,帮我 使用 公司 打印机 复印机
如何使用公司的会议预订系统,sql,使用 公司 预订 会议 系统
如何使用公司的内部沟通工具,rag,使用 公司 内部 沟通 工具
公司的环保政策有哪些内容,sql,公司 环保 政策 内容
数据分析部门2020年的人员流动率是多少,sql,数据分析 部门 2020 年 人员 流动率
公司的专利申请流程是什么,rag,公司 专利申请 流程
公司的WiFi密码是多少,rag,公司 WiFi 密码
统计公司2020年的客户增长率,sql,统计 公司 2020 年 客户 增长率
公司的餐厅营业时间是什么时候,sql,公司 餐厅 营业时间 时候
如何使用公司的打印机扫描功能,rag,如何 使用 公司 打印机 扫描 功能
公司的IT支持电话是多少,rag,公司 IT 支持 电话
公司有哪些福利待遇,rag,公司 福利待遇
如何使用公司的云盘系统,sql,使用 公司 云盘 系统
给我统计一下公司各部门的人均薪资,sql,给 统计 一下 公司 各 部门 人均 薪资
公司的加班补偿政策是什么,sql,公司 加班 补偿 政策
公司各部门的人数分布情况是怎样的,sql,公司 各 部门 人数 分布 情况
如何申请公司的内部转岗,rag,申请 公司 内部 转岗
公司的绩效评估周期是怎样的,sql,想要 公司 绩效 评估 周期
培训发展部门2022年第二季度的业绩如何,sql,培训 发展 部门 2022 年 第二季度 业绩
帮我对比一下各部门2019年的业绩,sql,帮 对比 一下 各 部门 2019 年 业绩
如何使用公司的打印机和复印机,rag,使用 公司 打印机 复印机
公司的安全出口在哪里,sql,公司 安全 出口 哪里
我想看看公司专员的分布情况,sql,看看 公司 专员 分布 情况
公司的使命和愿景是什么,rag,公司 使命 愿景
公司的年终奖发放标准是什么,rag,公司 年终奖 发放 标准的
公司的打卡时间是几点到几点,rag,怎样才能 公司 打卡 时间 几点 几点了
公司客户成功部门的男女比例是多少,sql,公司 客户 成功 部门 男女比例
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
我想了解公司的晋升通道,sql,请 了解 公司 晋升 通道
公司的技术栈包括哪些内容,sql,公司 技术 栈 包括 内容
公司的员工福利包括哪些内容,sql,公司 员工福利 包括 内容
我想知道公司的培训体系,sql,知道 公司 培训 体系的
如何使用公司的打印机和复印机,rag,使用 公司 打印机 复印机呢
公司有哪些福利待遇,rag,公司 福利待遇
如何申请公司的法定节假日调休,rag,申请 公司 法定 节假日 调休
公司的安全出口在哪里,rag,公司 安全 出口 哪里
公司的团队建设活动有哪些,rag,公司 团队 建设 活动了
如何重置公司内部系统密码,sql,重置 公司 内部 系统 密码
如何申请调岗,sql,申请 调岗
分析2023年公司的季度业绩波动,sql,麻烦 分析 2023 年 季度 业绩 波动
公司的专利申请流程是什么,sql,公司 专利申请 流程了
公司的专利申请流程是什么,sql,能否 公司 专利申请 流程
如何向IT部门报告技术问题,rag,IT 部门 报告 问题 技术的
如何使用公司的电子签名系统,rag,使用 公司 电子签名 系统
分析运营部门2024年的绩效考核结果,sql,分析 运营 部门 2024 年 绩效考核 结果
公司的试用期政策是什么,rag,公司 试用期 政策
如何提交产品改进建议,sql,请 提交 产品 改进 建议
查一下行政部门2024年新招聘了多少人,sql,查 一下 行政部门 2024 年 新 招聘 人
公司的员工心理健康支持项目有哪些,rag,公司 员工 支持 心理健康 项目啊
公司的IT支持电话是多少,sql,公司 IT 支持 电话
公司的健康保险政策是什么,rag,告诉我 公司 健康 保险 政策吗
公司的绩效奖金如何计算,rag,能否介绍 公司 绩效奖金 计算
查一下物流部门2022年新招聘了多少人,sql,查 一下 物流 部门 2022 年 新 招聘 人
如何申请公司的内部转岗,sql,申请 公司 内部 转岗
如何加入公司的员工俱乐部,rag,我想知道 加入 公司 员工 俱乐部
公司的地址在哪里,rag,公司 地址 哪里
如何申请在家办公,sql,申请 在家 办公
我想了解公司2020年的人员流动情况,sql,了解 公司 2020 年 人员 流动 情况
公司的晋升机制是怎样的,rag,能否介绍 公司 晋升 机制
公司2021年的财务报表显示了什么,sql,公司 2021 年 财务报表 显示
公司的VPN如何连接,rag,公司 VPN 连接
产品部门的平均工资是多少,sql,产品 部门 平均工资
我想知道公司的培训体系,sql,知道 公司 培训 体系
公司各部门的人数分布情况是怎样的,sql,公司 各 部门 人数 分布 情况
公司的VPN如何连接,sql,公司 VPN 连接了
如何重置公司内部系统密码,rag,怎样才能 重置 公司 内部 系统 密码
能告诉我公司的发展历史吗,rag,告诉 公司 发展 历史
比较客户成功部门和客户成功部门的人均产值,sql,比较 客户 成功 部门 客户 成功 部门 人均产值
如何预订公司的会议室,rag,如何 预订 公司 会议室
公司2021年的税收支出是多少,sql,公司 2021 年 税收 支出
公司的晋升机制是怎样的,rag,公司 晋升 机制
查询公司2023年各季度的利润率变化,sql,查询 公司 2023 年 各 季度 利润率 变化
公司的环保政策有哪些内容,rag,公司 环保 政策 内容
统计公司2023年的研发投入占比,sql,统计 公司 2023 年 研发 投入 占 比
分析战略规划部门2024年至2024年的人员变化,sql,分析 战略规划 部门 2024 年 至 2024 年 人员 变化
如何获取公司的品牌标识使用指南,sql,获取 公司 品牌 标识 使用指南
统计一下法务部门的男女比例,sql,统计 一下 法务 部门 男女比例
公司2020年第三季度的利润是多少,sql,公司 2020 年 第三季度 利润
如何使用公司的会议预订系统,rag,使用 公司 会议 预订 系统
公司的地址在哪里,rag,公司 地址 哪里
如何使用公司的打印机扫描功能,rag,使用 公司 扫描 打印机 功能
公司的办公室布局图在哪里可以找到,rag,公司 办公室 布局 图 哪里 找到
如何参与公司的创新项目,rag,能否介绍 参与 公司 创新 项目
计算物流部门2018年的人均培训时长,sql,计算 物流 部门 2018 年 人均 培训 时 长
如何使用公司的快递收发服务,rag,使用 公司 快递 收发 服务
公司的地址在哪里,rag,公司 地址 哪里吗
如何使用公司的共享单车福利,rag,公司 使用 共享 单车 福利
公司各职级的薪资范围是什么,sql,各 公司 职级 薪资 范围
如何申请公司的学习资源,rag,申请 公司 学习 资源
分析公关部门2020年至2020年的人员变化,sql,分析 公关 部门 2020 年 至 2020 年 人员 变化
如何获取公司的品牌标识使用指南,rag,获取 公司 品牌 标识 使用指南
公司的信息安全培训内容是什么,sql,希望 公司 信息安全 培训 内容
公司的餐厅营业时间是什么时候,sql,公司 餐厅 营业时间 时候
如何申请调岗,rag,申请 调岗
公司的信息安全培训内容是什么,sql,公司 信息安全 培训 内容
能告诉我2018年公司的盈利情况吗,sql,告诉 2018 年 公司 盈利 情况
公司的办公用品申请流程是什么,rag,公司 办公用品 申请 流程
如何申请在家办公,rag,申请 在家 办公了
公司2023年的财务报表显示了什么,sql,公司 2023 年 财务报表 显示
公司的绩效评估周期是怎样的,rag,公司 绩效 评估 周期
分析2023年公司的季度业绩波动,sql,请 分析 2023 年 公司 季度 业绩 波动的
公司的试用期政策是什么,rag,公司 试用期 政策
公司的试用期政策是什么,rag,有没有人知道 公司 试用期 政策
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
请问2022年第四季度的销售额是多少,sql,帮忙 2022 年 第四季度 销售额
数据分析部门2023年的人员流动率是多少,sql,数据分析 部门 2023 年 人员 流动率
查询公司2021年各季度的利润率变化,sql,查询 公司 2021 年 各 季度 利润率 变化
公司的打卡时间是几点到几点,sql,公司 打卡 时间 几点 几点
如何申请公司的资源访问权限,sql,申请 公司 资源 访问 权限
如何获取公司的品牌标识使用指南,rag,获取 公司 品牌 标识 使用指南
公司的员工心理健康支持项目有哪些,rag,有没有人知道 员工 公司 心理健康 支持 项目
公司的考勤制度是怎样的,rag,公司 考勤制度
公司的绩效奖金如何计算,sql,公司 绩效奖金 计算
查看产品部门2024年的客户满意度,sql,查看 产品 部门 2024 年 客户 满意度
公司的年度体检政策是什么,sql,公司 年度 体检 政策
如何申请在家办公,sql,申请 在家 办公
公司的安全出口在哪里,sql,公司 安全 出口 哪里
如何获取公司的品牌标识使用指南,rag,获取 公司 品牌 标识 使用指南
查看行政部门2022年的客户满意度,sql,查看 行政部门 2022 年 客户 满意度
分析运营部门2024年的绩效考核结果,sql,分析 运营 部门 年 2024 绩效考核 结果
对比安全部门和安全部门的项目成功率,sql,对比 安全部门 项目 安全部门 成功率
公司的数据安全政策有哪些规定,rag,公司 数据安全 政策 规定
公司的年度体检政策是什么,rag,公司 年度 体检 政策
公司的专利申请流程是什么,rag,公司 专利申请 流程
公司的打卡时间是几点到几点,sql,公司 打卡 时间 几点 几点
查询公司2024年的产品销量排名,sql,查询 2024 公司 年 产品 销量 排名呢
如何申请公司的学习资源,sql,申请 公司 学习 资源
公司的WiFi密码是多少,sql,公司 WiFi 密码
如何申请公司的法定节假日调休,sql,希望 公司 申请 法定 节假日 调休
公司的打卡时间是几点到几点,sql,需要 打卡 公司 时间 几点 几点？
公司的安全出口在哪里,rag,公司 安全 出口 哪里
公司的餐厅营业时间是什么时候,sql,公司 餐厅 营业时间 时候？
公司的打卡时间是几点到几点,sql,公司 打卡 时间 几点 几点
公司的停车场在哪里,rag,公司 停车场 哪里
帮我查一下公司的技术发展路线,rag,帮 我查 一下 公司 技术 发展 路线
